OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,PrimaryPropertyType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),SteamUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ComplianceStatus,ComplianceIssue
23101,2018,HARBOR HOUSE ON QUEEN ANNE CONDOMINIUM,Multifamily HR (10+),3110430000,521 5TH AVE W,SEATTLE,WA,98119,47.62393,-122.36362,MAGNOLIA / QUEEN ANNE,1,1963,11,0,65538,65538,0,Multifamily Housing,49,38.9,37.6,2550573,2466761,105.3,102,Multifamily Housing,65538,NA,,NA,,685357,2338437,1283,128324,0,13.1,0.2,Compliant,No Issue
23102,2018,HARBOUR HEIGHTS CONDOMINIUM,Multifamily HR (10+),3110500000,2621 2ND AVE,SEATTLE,WA,98121,47.61612,-122.34973,DOWNTOWN,7,1980,18,0,125258,125258,0,Multifamily Housing,82,36.2,35.6,4404494,4329685,81.7,79.9,Multifamily Housing,112950,Office,8636,Swimming Pool,0,866315,2955868,13738,1373817,0,80.9,0.6,Compliant,No Issue
23104,2018,HARBOR LIGHTS WEST CONDOMINIUM,Multifamily LR (1-4),3110620000,4421 GREENWOOD AVE N,SEATTLE,WA,98103,47.66094,-122.35583,LAKE UNION,6,1988,4,0,24847,24847,0,Multifamily Housing,73,27.8,27.8,689577,689577,77.7,77.7,Multifamily Housing,24847,NA,,NA,,202103,689577,0,0,0,1.8,0.1,Compliant,No Issue
23106,2018,HARBOR PARK CONDOMINIUM,Multifamily MR (5-9),3110700000,1727 HARBOR AVE SW,SEATTLE,WA,98126,47.58729,-122.3792,SOUTHWEST,1,1973,5,0,63414,57233,6181,Multifamily Housing,24,38,36.8,2406887,2333640,82.4,80.2,Multifamily Housing,63414,NA,,NA,,441806,1507442,8262,826197,0,47.9,0.8,Compliant,No Issue
23107,2018,HARBOR PLACE CONDOMINIUM,Multifamily MR (5-9),3110710000,3318 30TH AVE SW,SEATTLE,WA,98126,47.57313,-122.37115,SOUTHWEST,1,2000,6,0,68400,68400,0,Multifamily Housing,73,52,52,1771594,1771594,115.1,115.1,Multifamily Housing,34079,NA,,NA,,345151,1177655,5939,593939,0,34.7,0.5,Compliant,No Issue
23108,2018,HARBOR POINTE CONDOMINIUM,Multifamily LR (1-4),3110730000,2611 EASTLAKE AVE E,SEATTLE,WA,98102,47.64384,-122.32588,LAKE UNION,4,1986,4,0,25440,17840,7600,Multifamily Housing,87,31,30.1,657257,638061,86.8,84.3,Multifamily Housing,21200,Parking,7600,NA,,187005,638061,0,0,0,1.7,0.1,Compliant,No Issue
23110,2018,HARBOR WEST CONDOMINIUM,Multifamily LR (1-4),3110750000,3717 BEACH DR SW,SEATTLE,WA,98116,47.57054,-122.41178,SOUTHWEST,1,1968,3,0,68815,68815,0,Multifamily Housing,78,24.5,23.9,1687458,1645908,68.7,67,Multifamily Housing,68815,NA,,NA,,482388,1645908,0,0,0,4.4,0.1,Compliant,No Issue
23113,2018,KAISER PERMANENTE CAPITOL HILL - Campus,Campus,3117000005,201 16TH AVE E,SEATTLE,WA,98112,47.62014,-122.31228,EAST,3,1964,3,4,882282,674282,208000,Medical Office,62,174.3,173.8,103207064,102908816,308.9,310.1,Medical Office,520187,Parking,282392,Other/Specialty Hospital,54159,12649480,43160026,597488,59748800,0,3288.5,4.9,Compliant,No Issue
23115,2018,"INTERMOUNTAIN SUPPLY, INC.",NonResidential,3124049001,7901 1ST AVE S,SEATTLE,WA,98108,47.53158,-122.33568,DELRIDGE NEIGHBORHOODS,1,1979,1,0,42900,42900,0,Distribution Center,51,10.1,10,434975,428757,28.3,27.9,Distribution Center,43050,NA,,NA,,125662,428757,0,0,0,1.1,0,Not Compliant,Default Data
23125,2018,ARROWHEAD GARDENS,Multifamily MR (5-9),3124049216,9200 2ND AVE SW,SEATTLE,WA,98106,47.52119,-122.33548,DELRIDGE NEIGHBORHOODS,1,2010,6,0,435501,369934,65567,Multifamily Housing,94,36.7,35.8,13588070,13242034,82.5,80.4,Multifamily Housing,338660,Parking,39820,Office,25747,2653963,9055322,41867,4186714,0,246.5,0.7,Compliant,No Issue
23132,2018,GREENTREE CONDOMINIUM,Multifamily LR (1-4),2892900000,7100 GREENWOOD AVE N,SEATTLE,WA,98103,47.6805,-122.35489,NORTHWEST,6,1990,4,0,43035,43035,0,Multifamily Housing,85,29.5,29.1,840716,830928,82.5,81.5,Multifamily Housing,28543,Parking,10807,NA,,243531,830928,0,0,0,2.2,0.1,Compliant,No Issue
23162,2018,LESCHI HOUSE,Multifamily MR (5-9),8170100420,1011 S WELLER ST,SEATTLE,WA,98104,47.59718,-122.31895,DOWNTOWN,2,1988,6,0,68669,68669,0,Multifamily Housing,82,28.1,27.3,1927823,1871463,78.6,76.3,Multifamily Housing,68669,NA,,NA,,548494,1871463,0,0,0,5,0.1,Compliant,No Issue
23163,2018,PEARL WARREN BUILDING,NonResidential,8170100430,606 12TH AVE S,SEATTLE,WA,98144,47.5973,-122.3166,DOWNTOWN,1,1995,4,1,40227,23515,16712,Office,84,50.1,49.1,2193601,2151827,95.5,94.5,Office,43813,NA,,NA,,315182,1075403,10764,1076424,0,60,2.6,Compliant,No Issue
23164,2018,THE WELLER BUILDING,NonResidential,8170100455,1225 S WELLER ST,SEATTLE,WA,98144,47.59728,-122.31587,DOWNTOWN,3,2001,5,0,70332,48237,22095,Office,78,51.9,51.2,2305585,2272634,126.3,125.5,Office,44417,Parking,25915,NA,,534232,1822800,4498,449835,0,28.8,0.6,Compliant,No Issue
23167,2018,TALISMAN CONDOMINIUM,Multifamily MR (5-9),8560600000,1000 UNION ST,SEATTLE,WA,98101,47.61233,-122.32895,EAST,7,1965,5,0,44616,44616,0,Multifamily Housing,77,36.4,35.3,1625934,1575827,101.8,98.7,Multifamily Housing,44702,NA,,NA,,461849,1575827,0,0,0,4.2,0.1,Compliant,No Issue
23170,2018,THE COURT AT NORTHGATE,Multifamily LR (1-4),8565100000,11300 3RD AVE NE,SEATTLE,WA,98125,47.71103,-122.32479,SHARED: NORTH &amp; NORTHWEST,1,1978,3,0,135955,135955,0,Multifamily Housing,92,24,23.6,3265580,3204920,67.3,66,Multifamily Housing,135955,Parking,0,Swimming Pool,0,939308,3204920,0,0,0,8.6,0.1,Account Requires Verification,Possible Energy Data Error
23172,2018,"TAVONA CONDOMINIUM, UNIT C - 3",Multifamily LR (1-4),8566800000,3333 WALLINGFORD AVE N,SEATTLE,WA,98103,47.64778,-122.33668,LAKE UNION,4,2005,4,0,66013,66013,0,Multifamily Housing,45,37.5,36.8,1822456,1788429,105.1,103.1,Multifamily Housing,48550,Parking,12032,NA,,524158,1788429,0,0,0,4.8,0.1,Compliant,No Issue
23173,2018,TAYLOR,Multifamily MR (5-9),8567000000,1511 TAYLOR AVE N,SEATTLE,WA,98109,47.63283,-122.34616,MAGNOLIA / QUEEN ANNE,7,1960,5,0,21822,21822,0,Multifamily Housing,58,36.5,35.3,795894,769707,102.1,98.8,Multifamily Housing,21822,NA,,NA,,225588,769707,0,0,0,2.1,0.1,Compliant,No Issue
23177,2018,TANGLETOWN CONDOMINIUM,Multifamily LR (1-4),8568260000,2101 N 55TH ST,SEATTLE,WA,98103,47.66857,-122.33325,SHARED: LAKE UNION &amp; NORTHWEST,1,2000,3,0,37964,37964,0,Multifamily Housing,27,32,31.4,1215564,1193777,89.7,88,Multifamily Housing,37964,NA,,NA,,349876,1193777,0,0,0,3.2,0.1,Compliant,No Issue
23182,2018,LANDES APARTMENTS,Multifamily MR (5-9),8590400400,901 8TH AVE,SEATTLE,WA,98104,47.60728,-122.32808,EAST,7,2008,7,0,97490,69997,27493,Multifamily Housing,93,42.7,42.1,2989268,2949388,86.6,86,Multifamily Housing,69997,Parking,27493,NA,,489408,1669861,12795,1279527,0,72.4,1,Compliant,No Issue
23187,2018,SEVENTH & JAMES,Multifamily LR (1-4),8590400485,600 7TH AVE,SEATTLE,WA,98104,47.60502,-122.32705,EAST,3,1991,4,0,109874,71226,38648,Multifamily Housing,54,54.1,53,3855253,3772176,116.5,115.3,Multifamily Housing,71226,Parking,38648,NA,,712072,2429591,13426,1342585,0,77.8,1.1,Compliant,No Issue
23189,2018,BROOKVIEW APTS,Multifamily LR (1-4),3834500625,12549 28TH AVE NE,SEATTLE,WA,98125,47.72077,-122.29833,NORTH,5,1999,4,0,37692,27951,9741,Multifamily Housing,86,27.8,27.4,667639,656135,77.9,76.6,Multifamily Housing,23986,NA,,NA,,192302,656135,0,0,0,1.8,0.1,Compliant,No Issue
23191,2018,VILLAGER APARTMENTS,Multifamily LR (1-4),3834500690,2700 NE 125TH ST,SEATTLE,WA,98125,47.71951,-122.29863,NORTH,5,1966,4,0,31744,29773,1971,Multifamily Housing,91,20.8,20.2,658751,642639,58.1,56.7,Multifamily Housing,31744,NA,,NA,,188347,642639,0,0,0,1.7,0.1,Compliant,No Issue
23204,2018,MAPLE ELEMENTARY SCHOOL(SPS-DISTRICT),SPS-District K-12,3869400560,4925 CORSON AVE S,SEATTLE,WA,98108,47.55813,-122.3189,GREATER DUWAMISH,2,1971,1,0,50546,50546,0,K-12 School,90,20.3,19.9,1098865,1076250,54.2,53.2,K-12 School,54130,NA,,NA,,293295,1000721,755,75529,0,6.7,0.1,Compliant,No Issue
23213,2018,MERCEDES APTS,Multifamily LR (1-4),3876900015,617 3RD AVE W,SEATTLE,WA,98119,47.6254,-122.36112,MAGNOLIA / QUEEN ANNE,7,1930,4,0,39520,39520,0,Multifamily Housing,68,65.1,62.6,2574197,2475219,88.8,86.2,Multifamily Housing,39520,NA,,NA,,135254,461485,20137,2013734,0,108.2,2.7,Compliant,No Issue
23216,2018,CHELAN APTS,Multifamily LR (1-4),3876900055,616 4TH AVE W,SEATTLE,WA,98119,47.6252,-122.36176,MAGNOLIA / QUEEN ANNE,7,1930,3,0,20798,20798,0,Multifamily Housing,72,69.9,66.6,1454685,1385994,90.7,87.2,Multifamily Housing,20798,NA,,NA,,60047,204881,11811,1181113,0,63.3,3,Compliant,No Issue
23220,2018,FRANCONIA APT,Multifamily LR (1-4),3876900140,400 W MERCER ST,SEATTLE,WA,98119,47.62489,-122.36219,MAGNOLIA / QUEEN ANNE,7,1930,4,0,32693,27035,5658,Multifamily Housing,60,76.1,72.9,2058160,1970156,96.7,93.3,Multifamily Housing,27035,Parking,0,NA,,75934,259088,17111,1711068,0,91.6,3.4,Compliant,No Issue
23222,2018,SAN JUAN APTS,Multifamily LR (1-4),7579201085,4840 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.55801,-122.38651,SOUTHWEST,1,1958,3,0,29811,23553,6258,Multifamily Housing,79,30.3,30.3,714494,714494,84.9,84.9,Multifamily Housing,23553,Parking,6258,NA,,209406,714494,0,0,0,1.9,0.1,Compliant,No Issue
23228,2018,SAFEWAY STORE # 1143,NonResidential,7589200051,8332 15TH AVE NW,SEATTLE,WA,98117,47.6899,-122.37619,BALLARD,6,1994,1,0,45522,45522,0,Supermarket/Grocery Store,21,290.4,286.9,13218954,13062504,581.4,579.6,Supermarket/Grocery Store,45522,Parking,0,NA,,2121399,7238213,58243,5824290,0,328.7,7.2,Compliant,No Issue
23240,2018,COYOTE RESTAURANT/APARTMENT,Multifamily LR (1-4),7621700015,2770 ALKI AVE SW,SEATTLE,WA,98116,47.57844,-122.41169,SOUTHWEST,1,1990,4,0,27328,23820,3508,Multifamily Housing,39,40.1,39.3,1095698,1073699,112.3,110,Multifamily Housing,23466,Restaurant,3862,Parking,3508,314683,1073699,0,0,0,2.9,0.1,Compliant,No Issue
23251,2018,SUNSET VISTA APTS,Multifamily LR (1-4),7625701325,5451 CALIFORNIA AVE SW,SEATTLE,WA,98136,47.55231,-122.38753,SOUTHWEST,1,1969,3,0,24180,24180,0,Multifamily Housing,73,22.7,22.7,549390,549390,63.6,63.6,Multifamily Housing,24180,NA,,NA,,161017,549390,0,0,0,1.5,0.1,Compliant,No Issue
23268,2018,HARBOR MARINA BLDGS E & F,NonResidential,7666701250,1131 SW KLICKITAT WAY,SEATTLE,WA,98134,47.56999,-122.34703,GREATER DUWAMISH,1,1997,2,0,40657,40657,0,Office,61,60.9,60.4,2474307,2455852,168.1,166.8,Office,40657,Parking,0,NA,,703887,2401661,542,54191,0,9.3,0.2,Compliant,No Issue
23284,2018,JEFFERSON TERRACE,Multifamily HR (10+),8590400750,800 JEFFERSON ST,SEATTLE,WA,98104,47.60492,-122.32532,EAST,3,1967,17,0,212938,212938,0,Multifamily Housing,99,51.1,48.8,10882509,10401278,67.5,65.2,Multifamily Housing,199136,Other/Specialty Hospital,13802,NA,,495182,1689561,87117,8711716,0,467.2,2.2,Account Requires Verification,Possible Missing Fuel or Data
23285,2018,TERRACE CREST APT'S,Multifamily LR (1-4),8590400755,517 9TH AVE,SEATTLE,WA,98104,47.60523,-122.3249,EAST,3,1930,3,0,32688,32688,0,Multifamily Housing,70,55.3,52.8,1623346,1549427,83,80.4,Multifamily Housing,29370,Parking,3318,NA,,122844,419145,11303,1130282,0,61.1,1.9,Compliant,No Issue
23286,2018,BAY RIDGE COURT,Multifamily LR (1-4),8590400790,805 CHERRY ST,SEATTLE,WA,98104,47.60538,-122.3257,EAST,3,1948,3,0,50145,46445,3700,Multifamily Housing,38,78.6,75.1,3652466,3489724,111.5,107.8,Multifamily Housing,46445,Parking,3700,NA,,224755,766864,27229,2722860,0,146.7,3.2,Compliant,No Issue
23287,2018,PRESBYTERIAN RETIREMENT COMMUNITY,Multifamily HR (10+),8590400825,725 9TH AVE,SEATTLE,WA,98104,47.60668,-122.32619,EAST,3,2008,26,0,629615,455459,174156,Multifamily Housing,24,42.6,42.3,26849536,26627494,94.4,94,Multifamily Housing,629615,Parking,121056,NA,,5228984,17841293,87862,8786200,0,514.3,1.1,Compliant,No Issue
23288,2018,CLARWOOD APARTMENTS,Multifamily LR (1-4),8590400865,805 MARION ST,SEATTLE,WA,98104,47.60733,-122.32727,EAST,3,1920,4,0,24900,24900,0,Multifamily Housing,61,86.6,83.1,2156517,2070339,112.3,108.7,Multifamily Housing,24900,NA,,NA,,89263,304564,17658,1765775,0,94.6,3.8,Account Requires Verification,High Outlier - EUI
23289,2018,ENVOY APARTMENTS,Multifamily LR (1-4),8590400870,821 9TH AVE,SEATTLE,WA,98104,47.60746,-122.32699,EAST,3,1929,4,0,25380,25380,0,Multifamily Housing,79,74.7,70.3,1895824,1784855,96.2,91.6,Multifamily Housing,25380,NA,,NA,,75445,257419,15274,1527436,0,81.8,3.2,Compliant,No Issue
23290,2018,WESTLAKE II,Multifamily MR (5-9),8590400890,801 9TH AVE,SEATTLE,WA,98104,47.60707,-122.32651,EAST,3,2009,6,0,32489,27397,5092,Multifamily Housing,20,97.8,96.9,1989221,1972128,224.9,222.6,Multifamily Housing,20346,NA,,NA,,411588,1404339,5678,567789,0,33.9,1.2,Account Requires Verification,High Outlier - EUI
23292,2018,"M STREET APTS, RETAIL, & OFFICE",Multifamily HR (10+),8590400905,910 8TH AVE,SEATTLE,WA,98104,47.60759,-122.32814,EAST,7,2006,17,0,332781,237425,95356,Multifamily Housing,2,82.5,81,14284382,14022871,198.3,195.3,Multifamily Housing,173204,NA,,NA,,3198819,10914370,31085,3108500,0,194.2,0.8,Compliant,No Issue
23299,2018,PIGOTT BUILDING,NonResidential,8590900135,700 9TH AVE,SEATTLE,WA,98104,47.60663,-122.32526,EAST,3,1970,7,0,54372,33548,20824,Office,86,27.2,26.7,1478843,1450542,76.2,74.7,Office,54372,Parking,15000,NA,,425129,1450542,0,0,0,3.9,0.1,Compliant,No Issue
23300,2018,CHERRY TERRACE,Multifamily LR (1-4),8590900145,915 CHERRY ST,SEATTLE,WA,98104,47.60629,-122.32444,EAST,3,1956,3,0,24039,24039,0,Multifamily Housing,88,35.5,34.4,853379,827286,99.4,96.4,Multifamily Housing,24039,NA,,NA,,242464,827286,0,0,0,2.2,0.1,Compliant,No Issue
23301,2018,HARBORVIEW APTS,Multifamily MR (5-9),8590900160,600 9TH AVE,SEATTLE,WA,98104,47.60583,-122.32469,EAST,3,1960,7,0,45564,45564,0,Multifamily Housing,72,68.3,65.1,3110612,2967566,94.1,90.8,Multifamily Housing,45564,NA,,NA,,170776,582689,23849,2384877,0,128.2,2.8,Compliant,No Issue
23306,2018,THE MONTICELLO APTS,Multifamily LR (1-4),8590900455,415 BOREN AVE,SEATTLE,WA,98104,47.6051,-122.32149,EAST,3,1957,3,0,51098,51098,0,Multifamily Housing,93,32.3,31.5,1649789,1609786,90.4,88.2,Multifamily Housing,51098,NA,,NA,,471801,1609786,0,0,0,4.3,0.1,Compliant,No Issue
23307,2018,PORTICO APTS,Multifamily MR (5-9),8590900485,404 TERRY AVE,SEATTLE,WA,98104,47.60486,-122.32224,EAST,3,1999,6,0,57042,42952,14090,Multifamily Housing,95,25.4,25.4,1089646,1089646,71,71,Multifamily Housing,42952,Parking,14090,NA,,319357,1089646,0,0,0,2.9,0.1,Compliant,No Issue
23311,2018,FIRST HILL MEDICAL PAVILION (HART FIRST HILL LLC),NonResidential,8590900646,1124 COLUMBIA ST,SEATTLE,WA,98104,47.60862,-122.32372,EAST,1,1945,0,0,383914,227569,156345,Medical Office,62,120.9,120.1,27781434,27594452,235.4,235.7,Medical Office,229711,Parking,135954,NA,,3842408,13110296,0,0,14484154,805,3.5,Compliant,No Issue
23319,2018,KELLEHER HOUSE CONDOMINIUM,Multifamily HR (10+),3801000000,1120 SPRING ST,SEATTLE,WA,98104,47.61056,-122.32525,EAST,3,1982,17,0,76855,76855,0,Multifamily Housing,19,44.2,42.6,2829970,2726345,123.7,119.2,Multifamily Housing,64046,NA,,NA,,799046,2726345,0,0,0,7.3,0.1,Compliant,No Issue
23322,2018,Park 3025,Multifamily LR (1-4),3821700041,3025 NE 137TH ST,SEATTLE,WA,98125,47.72742,-122.29525,NORTH,1,1982,4,0,93087,93087,0,Multifamily Housing,94,22.8,22.2,2126386,2070892,59.8,58.4,Multifamily Housing,93087,Parking,17425,NA,,546064,1863170,2077,207722,0,16,0.2,Compliant,No Issue
23323,2018,Andante Seattle,Multifamily LR (1-4),3821700080,3031 NE 137TH ST,SEATTLE,WA,98125,47.72741,-122.29477,NORTH,1,1965,3,1,86835,86835,0,Multifamily Housing,46,36.7,35.7,1933457,1884728,102.6,100.1,Multifamily Housing,52742,Parking,3240,NA,,552350,1884616,1,111,0,5,0.1,Compliant,No Issue
23327,2018,CLOCKTOWER APTS - 140 UNITS,Multifamily LR (1-4),3821700111,13725 32ND AVE NE,SEATTLE,WA,98125,47.72898,-122.2941,NORTH,5,1990,4,0,128649,113994,14655,Multifamily Housing,62,32.1,31.6,3657514,3601424,89.8,88.5,Multifamily Housing,113994,Parking,14655,NA,,1055517,3601424,0,0,0,9.6,0.1,Compliant,No Issue
23331,2018,GATEWAY PLAZA OFFICE BLDG,NonResidential,3821700140,13751 LAKE CITY WAY NE,SEATTLE,WA,98125,47.72986,-122.29278,NORTH,5,1985,3,0,33580,20590,12990,Office,98,21.2,20,437211,412325,59.5,56.1,Office,20590,Parking,12990,NA,,120846,412325,0,0,0,1.1,0.1,Account Requires Verification,Low Outlier - EUI
23335,2018,VICTORIA PARK SENIOR APARTMENTS,Multifamily MR (5-9),3834000540,13716 LAKE CITY WAY NE,SEATTLE,WA,98125,47.72892,-122.29183,NORTH,1,2010,7,0,165914,124773,41141,Multifamily Housing,100,28.7,28.5,3576510,3553888,65,64.9,Multifamily Housing,117271,Parking,41141,Retail Store,7502,730351,2491957,10619,1061931,0,63,0.5,Compliant,No Issue
23340,2018,KING ARTHUR'S COURT APARTMENTS,Multifamily MR (5-9),3834500070,12728 28TH AVE NE,SEATTLE,WA,98125,47.72186,-122.29733,NORTH,5,2000,6,0,103554,72828,30726,Multifamily Housing,95,25.1,24.7,2010889,1985403,70.2,69.3,Multifamily Housing,80250,NA,,NA,,581888,1985403,0,0,0,5.3,0.1,Compliant,No Issue
23342,2018,DAILY RACING FORM/WAREHOUSE,NonResidential,3834500415,12547 26TH AVE NE,SEATTLE,WA,98125,47.72051,-122.30103,NORTH,5,1977,1,0,21936,21936,0,Non-Refrigerated Warehouse,98,5.3,5.1,117148,112870,11.5,11.2,Non-Refrigerated Warehouse,21936,NA,,NA,,21207,72360,405,40510,0,2.3,0.1,Compliant,No Issue
23355,2018,GRAHAM VIEW,Multifamily LR (1-4),7625703280,6040 CALIFORNIA AVE SW,SEATTLE,WA,98136,47.54731,-122.38656,SOUTHWEST,1,1992,4,0,29357,29357,0,Multifamily Housing,95,21.5,21.5,632630,632630,60.3,60.3,Multifamily Housing,24406,Office,4951,NA,,185413,632630,0,0,0,1.7,0.1,Compliant,No Issue
23365,2018,MARNAE APTS,Multifamily LR (1-4),7625704470,6533 CALIFORNIA AVE SW,SEATTLE,WA,98136,47.54365,-122.38766,SOUTHWEST,1,1960,3,0,22195,22195,0,Multifamily Housing,79,27.2,26.4,604004,586646,76.2,74,Multifamily Housing,22195,NA,,NA,,171936,586646,0,0,0,1.6,0.1,Compliant,No Issue
23367,2018,SEABIRD CONDOMINIUM,Multifamily MR (5-9),7628300000,1301 HARBOR AVE SW,SEATTLE,WA,98116,47.5923,-122.38322,SOUTHWEST,1,1976,5,0,72155,72155,0,Multifamily Housing,67,30,29,2163901,2093384,67.9,66,Multifamily Housing,72155,Parking,18039,NA,,429246,1464586,6288,628797,0,37.3,0.5,Compliant,No Issue
23372,2018,CUMBERLAND APARTMENTS,Multifamily LR (1-4),7647500000,5941 CALIFORNIA AVE SW,SEATTLE,WA,98136,47.54914,-122.38758,SOUTHWEST,1,1989,3,0,30080,22632,7448,Multifamily Housing,82,23.8,23.2,716068,697424,66.7,64.9,Multifamily Housing,30080,NA,,NA,,204403,697424,0,0,0,1.9,0.1,Compliant,No Issue
23377,2018,APARTMENTS,Multifamily LR (1-4),7660100105,1340 12TH AVE S,SEATTLE,WA,98144,47.59018,-122.31687,GREATER DUWAMISH,2,1963,4,0,20467,20467,0,Multifamily Housing,93,19,18.6,389018,380254,53.2,52,Multifamily Housing,20467,NA,,NA,,111446,380254,0,0,0,1,0,Compliant,No Issue
23408,2018,VIRGINIA MASON- BARONESS HOTEL,NonResidential,8590901030,1005 SPRING ST,SEATTLE,WA,98104,47.60958,-122.32646,EAST,3,1928,6,0,35770,35770,0,Hotel,71,74.7,71.3,2670714,2549106,106.9,103.3,Hotel,35770,NA,,NA,,170611,582126,19670,1966980,0,106,3,Compliant,No Issue
23410,2018,VIRGINIA MASON- INN AT VIRGINIA MASON,NonResidential,8590901105,1006 SPRING ST,SEATTLE,WA,98104,47.60981,-122.32687,EAST,3,1928,9,0,48006,48006,0,Hotel,82,72.4,73.1,3475430,3507044,131.1,132.9,Hotel,48006,NA,,NA,,451950,1542055,19650,1964989,0,108.5,2.3,Compliant,No Issue
23419,2018,CSC Engineering (A),Nonresidential COS,8592900285,714 S CHARLES ST,SEATTLE,WA,98134,47.5956,-122.32292,GREATER DUWAMISH,2,1973,2,0,21315,21315,0,Office,41,164.2,155.9,3352792,3183848,249.9,241.2,Office,20424,NA,,NA,,265215,904914,22789,2278934,0,123.4,5.8,Compliant,No Issue
23421,2018,1300 UNIVERSITY CONDOMINIUM,Multifamily HR (10+),8600300000,1300 UNIVERSITY ST,SEATTLE,WA,98101,47.61273,-122.32481,EAST,1,1980,11,0,53290,53290,0,Multifamily Housing,95,30.3,29.4,1615015,1565485,84.9,82.3,Multifamily Housing,53290,Parking,28184,NA,,458817,1565485,0,0,0,4.2,0.1,Compliant,No Issue
23430,2018,3100 FAIRVIEW CONDOMINIUM,Multifamily LR (1-4),8602900000,3100 FAIRVIEW AVE E,SEATTLE,WA,98102,47.64934,-122.32396,LAKE UNION,4,1991,4,0,32040,32040,0,Multifamily Housing,41,45.1,44.5,1445757,1424809,95.2,94.5,Multifamily Housing,32040,NA,,NA,,256510,875211,5496,549598,0,31.5,1,Compliant,No Issue
23432,2018,CARROLL TERRACE,Multifamily LR (1-4),3876900155,600 5TH AVE W,SEATTLE,WA,98119,47.62484,-122.3629,MAGNOLIA / QUEEN ANNE,7,1985,4,0,22716,22716,0,Multifamily Housing,29,38.5,37.2,857735,829619,107.7,104.2,Multifamily Housing,22298,NA,,NA,,243148,829619,0,0,0,2.2,0.1,Compliant,No Issue
23433,2018,PARKWING APTS,Multifamily LR (1-4),3876900165,620 5TH AVE W,SEATTLE,WA,98119,47.62526,-122.3629,MAGNOLIA / QUEEN ANNE,7,1967,4,0,43477,36292,7185,Multifamily Housing,75,53.6,52,1783518,1732082,112.4,109.3,Multifamily Housing,33292,Parking,7185,Swimming Pool,0,305044,1040812,6913,691271,0,39.5,1.1,Compliant,No Issue
23435,2018,WESTROY APTS,Multifamily MR (5-9),3876900185,421 W ROY ST,SEATTLE,WA,98119,47.62575,-122.36296,MAGNOLIA / QUEEN ANNE,7,1930,5,0,31040,25845,5195,Multifamily Housing,96,26.1,25,674013,646143,72.9,69.9,Multifamily Housing,25845,NA,,NA,,188891,644495,16,1648,0,1.8,0.1,Compliant,No Issue
23437,2018,MERCER CREST APT,Multifamily LR (1-4),3876900230,500 W MERCER ST,SEATTLE,WA,98119,47.62479,-122.36364,MAGNOLIA / QUEEN ANNE,7,1957,4,0,23636,23636,0,Multifamily Housing,94,25.9,25.3,612376,597325,72.5,70.8,Multifamily Housing,23636,NA,,NA,,175066,597325,0,0,0,1.6,0.1,Compliant,No Issue
23438,2018,KINNEAR PARK CONDOMINIUM,Multifamily LR (1-4),3877600000,500 W ROY ST,SEATTLE,WA,98119,47.62616,-122.36357,MAGNOLIA / QUEEN ANNE,7,1982,4,0,109864,87864,22000,Multifamily Housing,96,23,22.3,2017990,1956715,64.3,62.4,Multifamily Housing,87864,Parking,22000,NA,,573480,1956715,0,0,0,5.2,0.1,Compliant,No Issue
23447,2018,VAL ANNE APTS 48 UNIT,Multifamily LR (1-4),3879900165,800 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62651,-122.35632,MAGNOLIA / QUEEN ANNE,7,1958,4,0,36732,36732,0,Multifamily Housing,96,23.3,22.6,791773,767874,65.2,63.2,Multifamily Housing,34018,NA,,NA,,225051,767874,0,0,0,2,0.1,Compliant,No Issue
23449,2018,900 QUEEN ANNE APARTMENTS,Multifamily LR (1-4),3879900235,900 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62749,-122.35648,MAGNOLIA / QUEEN ANNE,7,1929,4,0,41137,35178,5959,Multifamily Housing,86,43,40.9,1790660,1702389,57.4,55,Multifamily Housing,41669,NA,,NA,,84455,288162,14142,1414227,0,75.9,2.2,Compliant,No Issue
23451,2018,FAIRVIEW APTS,Multifamily MR (5-9),3879900295,1000 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62828,-122.35635,MAGNOLIA / QUEEN ANNE,7,1962,5,0,29454,25671,3783,Multifamily Housing,96,23.6,22.8,604712,586577,66,64,Multifamily Housing,25671,Parking,3783,NA,,171916,586577,0,0,0,1.6,0.1,Compliant,No Issue
